seller1;0;1.0;1.0;1.0;1.0;1.0;1.0
seller1;1582207840203;1.0;1.0;1.0;1.0;1.0;1.0
seller1;1582207846271;1.0;1.0;1.0;1.0;1.0;1.0
seller1;1582207846272;1.0;1.0;1.0;1.0;1.0;1.0
seller1;1582207852292;0.9011999997159249;0.8762475046342001;0.9333333331416497;0.7904270077733446;0.7421300715883324;0.8553743912039247
seller1;1582207852301;0.9011999997159249;0.8762475046342002;0.9333333331416498;0.7904270077733446;0.7421300715883324;0.8553743912039247
seller1;1582207858328;0.8801333330499372;0.8524252951478228;0.9333333332054952;0.7804652825084399;0.7351702687718592;0.8731717132055619
seller1;1582207858335;0.8801333330499372;0.8524252951478228;0.9333333332054952;0.7804652825084399;0.7351702687718592;0.8731717132055618
seller1;1582207864376;0.8784666664438164;0.8525778794517826;0.9333333332374759;0.7995569992026725;0.7616297579652065;0.8854755009020049
seller1;1582207870410;0.8919703702926188;0.868958115214223;0.9407407407215449;0.8175062135058088;0.7826525121073695;0.8960402377920218
seller1;1582207876366;0.9027733333870358;0.8820623038428254;0.9466666667172339;0.8333171609049298;0.8012303723375515;0.9052893677865055
seller1;1582207882388;0.9116121213831516;0.8927839127326296;0.9515151516281596;0.8471930310770978;0.8175786687988493;0.913364196637392
seller1;1582207888402;0.9189777780535954;0.9017185868159745;0.955555555724445;0.859371426013123;0.8319593957650407;0.9204201902417678
seller2;0;1.0;1.0;1.0;1.0;1.0;1.0
seller2;1582207840239;1.0;1.0;1.0;1.0;1.0;1.0
seller2;1582207846238;0.9809875135691742;0.9804269235991758;1.0;0.9645437168000384;0.9635092480647285;1.0
seller2;1582207852263;0.9191200482001538;0.910627178721312;1.0;0.8573465344406449;0.8413978803046552;1.0
seller2;1582207858285;0.8885843423922442;0.8759549104199416;1.0;0.8321705507519108;0.8130489044426251;1.0
seller2;1582207864313;0.8706066395114165;0.8553595700404746;1.0;0.8308384168350362;0.8112608675083535;1.0
seller2;1582207870344;0.8589274020848704;0.8418224994717505;1.0;0.8372832234090816;0.8181355099301693;1.0
seller2;1582207876436;0.8508627398154464;0.8323343236330086;1.0;0.8466653795073456;0.8283075613070441;1.0
seller2;1582207882451;0.8459666388199224;0.8271902615011683;1.0;0.857985108143399;0.8413691941659056;1.0
seller2;1582207882454;0.8459666388199224;0.8271902615011683;1.0;0.857985108143399;0.8413691941659056;1.0
seller2;1582207888469;0.8446619613505291;0.8263511885901256;1.0;0.8802902111586609;0.8661405819139675;1.0
seller2;1582207888477;0.8446619613505293;0.8263511885901258;1.0000000000000002;0.8802902111586608;0.8661405819139674;0.9999999999999998
seller2;1582207888402;0.8446619613505293;0.8263511885901258;1.0000000000000002;0.8802902111586608;0.8661405819139674;0.9999999999999998
seller3;0;1.0;1.0;1.0;1.0;1.0;1.0
seller3;1582207840220;1.0;1.0;1.0;1.0;1.0;1.0
seller3;1582207864373;1.0;1.0;1.0;1.0;1.0;1.0
seller3;1582207870403;0.9347999992536362;0.9274044495275195;1.0;0.8648565807187499;0.850243286995098;1.0
seller3;1582207876427;0.9198999992697425;0.9119733711181963;1.0;0.8646883412774757;0.8519957686074158;1.0
seller3;1582207888402;0.9198999992697425;0.9119733711181963;1.0;0.8646883412774757;0.8519957686074158;1.0
